GEOID,total_pop,tot_workers,median_income,avg_commute,pctpoc,pctpov,pct_wo_car,pct_transit_users
06059110304,4535,2084,117575,36.3,69.45975744211687,4.696802646085998,0.7717750826901874,2.2552783109404992
06059110401,4843,2572,124352,27.2,69.52302291967789,7.3508156101589925,0.5575056782985752,0.07776049766718507
06059110402,5734,2921,121449,28.5,76.909661667248,11.318451342867109,1.1161492849668644,0.47928791509756935
06059110500,7835,4195,82899,23.7,89.11295469049139,10.619017230376516,2.590938098276962,1.6924910607866508
06059110603,8251,4307,98153,32.5,84.66852502726942,13.743788631681008,1.0786571324687917,1.3466449965172975
06059110604,9324,4275,127150,31.3,81.66023166023166,4.912054912054912,2.541827541827542,2.4795321637426904
06059110605,6171,2950,110438,31.6,84.36233997731324,10.435909901150543,0.24307243558580457,0.6440677966101694
06059110606,4082,2158,91250,26.7,88.68201861832435,17.63841254287114,1.567858892699657,1.8999073215940687
06059110607,4120,1806,82067,26.7,78.95631067961165,11.262135922330096,1.1407766990291262,0.8305647840531563
06059980000,17,10,NA,NA,100,0,0,0
06059990100,0,0,NA,NA,NA,NA,NA,NA
06061020104,1349,746,111000,14.5,17.420311341734617,4.151223128243143,2.149740548554485,3.2171581769436997
06061020105,1358,779,147000,17,13.25478645066274,3.0191458026509572,0,0
06061020106,1086,676,96336,15.7,26.795580110497237,10.405156537753223,0,2.9585798816568047
06061020107,2228,1443,42190,22.7,51.3016157989228,11.759425493716337,0,0
06061020200,6972,2753,103579,37.7,17.08261617900172,8.93574297188755,1.8072289156626504,0
06061020300,4770,2065,58138,19.4,21.61425576519916,20.545073375262053,2.5366876310272537,1.791767554479419
06061020401,2302,1251,67266,17.5,28.931364031277152,8.818418766290183,3.735881841876629,0
06061020402,3456,1510,95500,18.2,14.988425925925927,13.483796296296296,2.1122685185185186,1.1258278145695364
06061020501,2872,1221,128500,30,14.72841225626741,6.894150417827298,2.7506963788300838,0
06061020502,4416,1861,129007,27.6,11.888586956521738,4.936594202898551,1.0190217391304348,0
06061020601,7193,3171,175977,36.4,19.185319060197415,2.7943834283331017,0.4031697483664674,0
